bioguide_id,speculated_age,gender,is_white,is_blonde,is_smiling,has_american_flag,wears_dark_suit
W000824,40,male,True,True,True,True,True
W000825,50,female,True,True,True,True,True
W000826,62,female,True,True,True,True,False
W000827,68,male,True,False,True,True,True
W000828,60,male,True,False,True,False,True
Y000033,75,male,True,False,True,False,True
Y000062,68,male,True,False,True,False,True
Y000063,42,male,True,False,True,False,True
Y000064,45,male,True,False,True,False,True
Y000065,60,male,True,False,True,False,True
Y000066,50,male,True,False,True,True,True
Y000067,40,male,True,False,True,False,True
Z000017,42,male,True,False,True,False,True
Z000018,50,male,True,False,True,False,True
